,Collection Code,Formula,Prototype
13357,423317,La4Se5.848S2.152,CeSe2
13358,246918,Ni4As2.4S5.6,Pyrite#FeS2(cP12)
13359,102884,Er8Fe12.8Cu3.2,Laves(cub)#MgCu2
13360,258299,Sn2Pb2F7.99984,"Fluorite(dis)#(Pb,Bi)F2+x"
13363,602412,NdMn2,Laves(2H)#MgZn2
13364,103225,ErFeRu,Laves(cub)#MgCu2
13365,646250,PrNi2,Laves(cub)#MgCu2
13366,111621,CrGe2,AlCr2#MoSi2
13367,628589,Ti4Cu1.5Ni0.5,CuZr2
13368,290387,HfFe2,Laves(cub)#MgCu2
13369,609221,ZrAlRh,Laves(2H)#MgZn2
13370,196996,CeTe2,PrOI
13371,615608,TmB2,AlB2
13373,187657,Mn3.072Fe2.928Ge0.86P2.14,ZrNiAl#Fe2P
13376,642744,Mg2Pb,TiNiSi#MgSrSi
13377,199469,TbRe2,Laves(2H)#MgZn2
13378,602360,VO2,MoO2#VO2
13379,644335,MoSe2,MoS2(4H)
13380,997,Sb2Os,Marcasite#FeS2(oP6)
13381,81979,SnCl2,BaCl2
13382,607218,DyAl2,Laves(cub)#MgCu2
13383,646522,NiSe2,Pyrite#FeS2(cP12)
13384,54188,CaC2,CaC2-III(C12/m1)
13385,600211,Sc64Cu25.6Si6.4,Ti2Ni
13386,193144,Fe0.2Sn1.8O4,Rutile#TiO2
13387,106349,Li2Ca,Laves(2H)#MgZn2
13388,35204,UO2,Fluorite#CaF2
13389,638956,HfTc2,Laves(2H)#MgZn2
13390,650426,Ta7Rh3,U#Cr0.49Fe0.51
13391,105898,URe2,Re2U
13392,633803,Zr2.4Ta1.6Fe8,Laves(2H)#MgZn2
13393,760297,SiO2,SiO2(mS168)
13394,76329,Ca1Cu0.66Si1.34,AlB2
13395,105640,YPb2,ZrSi2
13397,167953,TiO2,Rutile#TiO2
13398,647172,NpO2,Fluorite#CaF2
13400,173926,Hf0.3Ti0.7Se2,CdI2(hP3)
13401,198039,GaPt2,AlPt2
13402,174091,Ag2O,Cuprite#Cu2O
13403,164282,HoMn2,Laves(cub)#MgCu2
13404,155739,NdSnAu,CaIn2
13405,92093,ZrO2,Zirconia#ZrO2(HT)
13406,196772,MoS2,MoS2(3R)
13407,650368,SmRh2,Laves(cub)#MgCu2
13408,679922,ZrFe2,Laves(cub)#MgCu2
13409,235713,GdThO4,Fluorite#CaF2
13410,611452,Ta2As,Ta2P
13411,607230,DyAl2,Laves(cub)#MgCu2
13412,62406,SiO2,Quartz(low)#SiO2
13413,647600,UO2,Fluorite#CaF2
13414,160796,Ta0.666Ti0.666Fe0.666O4,Rutile#TiO2
13415,34898,Gd0.204Hf3.792O8,Fluorite#CaF2
13416,199455,Hf2Ni,CuAl2
13417,196766,Eu1P1.2Pt0.8,AlB2
13418,186575,BaC2,CaC2-I(I4/mmm)
13419,615146,B4Os1.34W0.66,ReB2
13420,112300,Fe2P,TiNiSi#MgSrSi
13421,622932,Ta8Fe1.32Co1.32Ni1.32,Co2Ta4N5
13422,102113,Ce8Mn9.6Co6.4,Laves(cub)#MgCu2
13423,193178,Ce1.552Pr2.448O8,Fluorite#CaF2
13424,608671,Nb2Al,U#Cr0.49Fe0.51
13425,108358,GdCuGe,SmNiSb
13426,52248,Zn0.2Ni0.8O2,Brucite#Mg(OH)2
13427,202626,Sr4.32Ca3.68Cl16,SrI2
13428,107080,Tb4Al3.6Ag4.4,CeCu2
13429,72198,TaSe2,NbS2(SmS)1.19_misfit(NbS2_part)
13430,634163,ZrFe2,Laves(cub)#MgCu2
13431,180851,CeO2,Fluorite#CaF2
13432,632274,Hf4V3.2Fe4.8,Laves(2H)#MgZn2
13433,230694,Nb20.4Ge3.9Rh5.66,U#Cr0.49Fe0.51
13434,630463,ErFe2,MgCu2(filled)-frame
13435,651089,TaS2,CdI2(hP3)
13436,171670,TiO2,VO2(HT)
13437,252763,CaC2,CaC2-II(C12/c1)#ThC2
13438,34867,SiO2,SiO2(mS144)
13439,631769,Sc8Ga1.2Fe14.8,MgCu2(filled)-frame
13440,103594,PrSmFe4,Laves(cub)#MgCu2
13441,196941,Ce1Ga1.6Sn0.4,AlB2
13442,58771,CsBi2,Laves(cub)#MgCu2
13443,197487,NbFe2,Laves(2H)#MgZn2
13444,112499,Na2O,Fluorite#CaF2
13445,260909,SrEuC4,CaC2-I(I4/mmm)
13446,638995,HfV2,Laves(cub)#MgCu2
13447,608856,SmAlNi,Laves(2H)#MgZn2
13448,100923,HfSe2,CdI2(hP3)
13449,158590,GeO2,Rutile#TiO2
13450,8121,MgF2,Rutile#TiO2
13451,27833,SiO2,Quartz(low)#SiO2
13452,239854,Er2.456Mg5.544Al16,Laves(4H)#MgNi2
13453,56012,ZrS2,CdI2(hP3)
13454,658091,Th2Si3Rh,ThSi2
13455,89470,VO2,CrPS4
13457,637456,GeO2,Quartz(low)#SiO2
13458,628576,Tb4Cu5.6Ni2.4,CeCu2
13459,33846,TiO2,Rutile#TiO2
13460,628210,LaCu2,SmNiSb
13461,245237,Mg0.2Ta3.8N3.4O4.6,Anatase#TiO2
13462,631999,FeGe2,CuAl2
13463,99105,Sm8Ge3.68Ru12.32,Laves(cub)#MgCu2
13464,656902,NdCu2,CeCu2
13466,199482,Te2Mo,MoS2(4H)
13467,69584,TaS2,NbS2(SmS)1.19_misfit(NbS2_part)
13468,41208,HgPdF4,PdF2(cP12)
13469,59447,Sm1In1.5Ni0.5,SmNiSb
13470,40102,SiO2,Rutile#TiO2
13471,291714,Er8Mn1.6Al14.4,Laves(cub)#MgCu2
13472,627137,Dy2Ga3Cu,CaIn2
13473,658085,Th1Co0.5Si1.5,AlB2
13474,606847,Ta3.2Al0.8Cr8,Laves(2H)#MgZn2
13475,56006,MnO2,Rutile#TiO2
13476,105330,Y8Ni3.52Ru12.48,Laves(cub)#MgCu2
13477,643894,YMn2,Laves(cub)#MgCu2
13478,101156,TbC2,CaC2-I(I4/mmm)
13479,8492,PbO2,Rutile#TiO2
13480,621977,CeRu2,Laves(cub)#MgCu2
13481,650156,TbThRe4,Laves(2H)#MgZn2
13482,650630,SiRu2,Co2Si
13483,108172,CeP2,NdAs2
13484,607768,Zr3.6Al6Fe2.4,Laves(2H)#MgZn2
13485,656241,PrS2,Laves(cub)#MgCu2
13486,638598,HfMn2,Laves(2H)#MgZn2
13487,260504,Er8V1.2Co14.8,Laves(cub)#MgCu2
13488,104984,TbMn2,Laves(cub)#MgCu2
13489,260510,Er8V0.8Fe15.2,Laves(cub)#MgCu2
13490,28731,CdF2,Fluorite#CaF2
13491,658278,Ce1Co0.4Si1.6,AlB2
13492,641729,LaRh2,Laves(cub)#MgCu2
13493,53383,DyZnSi,AlB2
13495,646046,Nd2Tl,Ni2In#Co1.75Ge
13496,32769,HfO2,Baddeleyite#ZrO2(mP12)
13497,101142,CeSi2,ThSi2
13498,608329,LaAlSi,ThSi2
13499,427366,Sr4Zn3.8996Au4.1004,TiNiSi#MgSrSi
13500,159329,EuI2,PtI2
13501,642546,LuRh2,Laves(cub)#MgCu2
13502,68473,RuSe2,Pyrite#FeS2(cP12)
13503,190129,Li0.74Pr0.26Ga2,AlB2
13504,184174,NdMn2,NdMn2Hx(C2/m11)
13505,607032,NbAlCu,Laves(2H)#MgZn2
13507,405851,Ce1Ge1.27Au0.73,AlB2
13508,76665,NdSi2,Laves(cub)#MgCu2
13509,104012,Gd2In3.12Au0.88,CaIn2
13510,57873,LaGdAl4,Laves(cub)#MgCu2
13511,199643,LuAlCu,Laves(cub)#MgCu2
13512,39172,TiO2,Rutile#TiO2
13513,102305,CeZn2,CeCu2
13514,197108,Cd0.8In6.4Sn0.8Au4,Fluorite#CaF2
13515,104774,Li2Pd,CaHg2
13517,203,USi2,ThSi2
13518,158779,TiO2,PbO2#Fe2N.94
13519,626942,ZrCr2,Laves(cub)#MgCu2
13521,626956,ZrCr2,Laves(2H)#MgZn2
13522,624199,Zr4Mn5.68Co2.32,Laves(2H)#MgZn2
13524,76117,Al1.26Cr3Si4.74,CrSi2
13525,104006,TmGa2,CeCu2
13526,199657,Ti2Ga,Ni2In#Co1.75Ge
13527,39166,TiO2,Rutile#TiO2
13528,60013,PbF2,Fluorite#CaF2
13529,102477,Gd1Co0.4Ni1.6,AlB2
13530,24889,Ce3.6Fe0.4O8,Fluorite#CaF2
13531,657611,InCu2,Ni2In#Co1.75Ge
13532,156026,Ti4Mn5.86Si2.14,Laves(2H)#MgZn2
13533,24651,Fe2N,BiI3(P3-1m)
13534,630661,ErMn2,Mn2ZrHx-frame#MgZn2
13535,111386,Sc0.16Ti3.796O8,Anatase#TiO2
13536,15467,CrCl2,CaCl2
13537,624614,CoPS,Pyrite#FeS2(cP12)
13538,40328,NiS2,Pyrite#FeS2(cP12)
13539,643857,UMn2,Laves(cub)#MgCu2
13540,18143,NbAs2,MoAs2
13541,613906,Fe2B,CuAl2
13542,258058,CeO2,Fluorite#CaF2
13543,193391,SnS2,Ti2C
13544,42259,CdI2,CdI2(hP21)
13545,626765,CrSi2,CrSi2
13547,641932,LaSe2,PrOI
13548,628984,Cu2Sb,Cu2Sb
13549,107296,Ga3.32Pd8.68,Co2Si
13550,71687,Ru1.44Os2.56S8,Pyrite#FeS2(cP12)
13551,41744,Re5Si3,Re5Si3
13552,622517,TaCrCo,Laves(2H)#MgZn2
13553,104947,TbPrMn4,Laves(cub)#MgCu2
13554,163704,Dy1Ga1.8Co0.2,AlB2
13555,105481,ZrNi2,Laves(cub)#MgCu2
13556,30803,ZnBr2,ZnBr2
13557,199870,Mg2Ni,Mg2Ni
13558,643843,ZrTiMn4,Laves(2H)#MgZn2
13559,57640,UAlCo,Laves(cub)#MgCu2
13561,636204,GdPt2,Laves(cub)#MgCu2
13562,638229,LaH2,Fluorite#CaF2
13563,281739,Ga9.264Sn6.736S32,"(Ga,Sn)4S8C6H18N4"
13564,8445,Ho4Ga2.66664Si1.33336Ni4,CeCu2
13565,7776,CaRh2,Laves(cub)#MgCu2
13566,103966,SmGa2,AlB2
13567,153189,CoCu3O8,"Co.8(Cu,Co)O2(misfit)(MO2_part)"
13568,52710,Be4CoGe,Laves(cub)#MgCu2
13569,168679,HoSn2,ZrSi2
13570,170036,LiAlGe,Fluorite#CaF2
13571,42265,CdI2,CdI2(hP30)
13572,258064,Ce1.6Zr2.4O8,Fluorite#CaF2
13573,633432,ScFe2,Laves(4H)#MgNi2
13574,190868,Ba0.501Sr0.499Ga2,AlB2
13575,42271,CdI2,CdI2(hR12)
13576,430183,OF2,MnO2
13577,637898,TaSiGe,CrSi2
13578,14751,D0.96Fe2,hcp(filled)#Nb2N
13579,263780,Ti0.86Ge1.14O4,Rutile#TiO2
13580,42517,Al2Cu,CuAl2
13581,54375,YMn2,Laves(cub)#MgCu2
13582,610599,GeAs2,GeAs2
13583,103972,SrGa2,AlB2
13584,78847,TiB2,AlB2
13585,230521,ZrB2,AlB2
13586,236150,Sc4Al3.608Ni4.392,Laves(2H)#MgZn2
13587,42488,US2,Cotunnite#PbCl2
13588,195131,FeGe2,CuAl2
13589,73655,Zr1.6Ti2Sn0.4O8,PbO2#Fe2N.94
13590,649573,Sb6.88Te1.12Pt4,Pyrite#FeS2(cP12)
13591,32609,Nb1.34Co0.66O4,Rutile#TiO2
13592,23704,D2O,"H2O(III,IX)"
13593,28889,CeOF,Fluorite#CaF2
13594,198373,FeS2,Pyrite#FeS2(cP12)
13595,197040,HfCr2,Laves(2H)#MgZn2
13596,759774,MgF2,CaCl2
13597,103147,YbCu2,CeCu2
13598,198367,Nb2C,CdI2(hP3)
13599,642354,Li2Se,Fluorite#CaF2
13600,759760,MnO2,CaCl2
13601,25361,Ca1Be0.75Ge1.25,AlB2
13602,659012,UOs2,Laves(2H)#MgZn2
13603,409851,Ba2N,Sr2N
13604,100328,CeNiSb,SmNiSb
13605,649567,Sn1.4Sb2.6Pt2,Marcasite#FeS2(oP6)
13606,230535,U4O8.0272,Fluorite(dis)#UO2+x
13607,154779,DyAlSi,ThSi2
13608,155467,TbNdCo4,TbFe2
13609,122837,Mg2Sn,Fluorite#CaF2
13610,69619,ZrTiO4,PbO2#Fe2N.94
13611,103621,YScFe4,Laves(cub)#MgCu2
13612,198429,SmRu2,Laves(cub)#MgCu2
13613,614884,NbB2,AlB2
13614,653517,ZrZn2,Laves(cub)#MgCu2
13615,624947,Sc2Co3Si,Laves(2H)#MgZn2
13616,615224,PuB2,AlB2
13617,142655,NiTe2,BaSi2#EuGe2
13618,759748,SnO2,CaCl2
13619,14194,SnF2,SnF2
13620,650778,YRu2,Laves(2H)#MgZn2
13621,626822,Ti1.5Cr1.5Si6,CrSi2
13622,106003,ThRu2,Laves(cub)#MgCu2
13623,657003,HoGa2,AlB2
13624,616739,Bi2Ir,FeAsS#CoSb2
13626,31328,TiO2,Rutile#TiO2
13627,412295,Cu2Sb,Cu2Sb
13628,112710,MnO2,Rutile#TiO2
13629,643710,Zr2.8Mn8Si1.2,Laves(2H)#MgZn2
13630,104172,Ca4Al4.88Ag3.12,Laves(2H)#MgZn2
13631,110107,CaGe2,ZrCl(filled)#SmSI
13632,43966,Li6.6664Ge1.3336As4,Fluorite#CaF2
13633,426130,Ce2Ge3Rh,ThSi2
13634,193568,MgNi2,Laves(4H)#MgNi2
13635,184014,PrOF,Fluorite#CaF2
13636,53546,Sm1Fe0.4Si1.6,AlB2
13637,611903,YGaAu,CeCu2
13639,191394,Mg0.995B2Ru0.005,AlB2
13640,605976,YbAg2,CeCu2
13641,105287,NdRu2,Laves(cub)#MgCu2
13642,103190,Dy2Ga3Ni,CaIn2
13643,622477,Zr2CrCo3,MgCu2(filled)-frame
13644,60832,Eu1P1.35Pt0.65,AlB2
13645,632664,CoSiMo,Laves(2H)#MgZn2
13646,1501,VO2,VO2(aP12)
13647,639731,HoSi2,GdSi1.4
13648,620260,SrCdPb,CeCu2
13649,42339,UBi2,UP2#UAs2
13650,406579,Sc2Te,Sc2Te
13651,236839,LaC2,CaC2-I(I4/mmm)
13653,165567,Ca8Mg5.26Al10.74,Laves(4H)#MgNi2
13654,643937,ZrMn2,Laves(2H)#MgZn2
13655,24902,Cs2Mo,Arcanite#K2SO4
13656,97276,Ti1.472Nb0.528O4,Rutile#TiO2
13657,55123,Rb2Te,Ni2In#Co1.75Ge
13658,201703,D2O,H2O(VIII)
13659,258676,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
13660,624984,CoSe2,Pyrite#FeS2(cP12)
13661,658481,Ce4Sb4Pd0.6Rh3.4,CeCu2
13662,9161,TiO2,Rutile#TiO2
13664,80044,ZrO2,Baddeleyite#ZrO2(mP12)
13665,36490,CdI2,CdI2(hP45)
13666,613696,ErB2,AlB2
13667,82653,UTe2,UTe2
13668,153943,Zr1.6Ti2.4O8,PbO2#Fe2N.94
13669,36484,CdI2,CdI2(hP27)
13670,623741,ZrVCo,Mn2ZrHx-frame#MgZn2
13671,82647,UTe2,UTe2
13672,46163,DySe2,PrOI
13673,14143,FeF2,Rutile#TiO2
13674,42305,CdI2,CdI2(hP33)
13675,621156,Ce4Ga0.8Si7.2,ThSi2
13676,80050,ZrO2,Baddeleyite#ZrO2(mP12)
13677,22397,N2O,CO2(cP12)
13678,652806,TmSn2,ZrSi2
13679,258662,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
13680,615595,TiB2,AlB2
13681,57708,ScAlCu,Laves(2H)#MgZn2
13683,201298,TlBiF4,Fluorite#CaF2
13684,33715,Ti2N,Rutile#TiO2
13685,650546,YbRh2,Laves(cub)#MgCu2
13686,648309,ZnP2,ZnP2
13687,55490,SiO2,Faujasite-frame#K92Al92Si100O384
13688,651880,SmSe2,PrOI
13690,43594,SnSe2,CdI2(hP3)
13691,168296,Nb4Al1.69Ni6.31,Laves(2H)#MgZn2
13693,656651,ZrCo2,Laves(cub)#MgCu2
13694,73457,NiF2,Rutile#TiO2
13695,291853,Pr3.2Nd4.8Al16,Laves(cub)#MgCu2
13696,27006,La2.4Mo1.6O8,Fluorite#CaF2
13697,38126,SiO2,Tridymite#SiO2
13698,103423,EuPd2,Laves(cub)#MgCu2
13699,610610,GeMoAs,MoAs2
13700,89289,SiO2,Quartz(high)#SiO2
13701,658668,Ba0.12Ta0.06Cr2.82Si6,CrSi2
13702,291847,Ce1.6Pr6.4Al16,Laves(cub)#MgCu2
13704,100894,NiS2,Pyrite#FeS2(cP12)
13705,610176,Cr3.6Fe0.4As2,Cu2Sb
13706,659210,SiPd2,ZrNiAl#Fe2P
13707,617619,SmDyC4,CaC2-I(I4/mmm)
13708,652345,Ta2.4Si6W0.6,CrSi2
13709,36679,La0.16Ce3.52Pr0.16Sm0.16O8,Fluorite#CaF2
13710,123095,ZrO2,Zirconia#ZrO2(HT)
13711,647006,UNi2,Laves(2H)#MgZn2
13712,182115,Si2Mo,AlCr2#MoSi2
13713,106215,ZrV2,Laves(cub)#MgCu2
13714,608711,Nb8Al4.8Si11.2,TiSi2
13715,651664,ThUSb4,UP2#UAs2
13716,633787,TaFe2,Laves(2H)#MgZn2
13717,162787,Ce0.5Zr1.5O4,Zirconia#ZrO2(HT)
13718,246851,UO2,Fluorite#CaF2
13719,58836,Bi6.8Pt4Pb1.2,(Bi1.7Pb0.3)Pt
13720,642618,LuTc2,Laves(2H)#MgZn2
13721,60371,CaF2,Fluorite#CaF2
13722,265050,Ce4Sn2.072Au5.928,CeCu2
13723,657573,YCo2,Laves(cub)#MgCu2
13724,609369,Zr2.8Al2.4Si6.8,ZrSi2
13725,651116,Ta0.98W0.02S2,CdI2(hP3)
13726,607350,ErAl2,Laves(cub)#MgCu2
13727,650208,ZrRe2,Laves(2H)#MgZn2
13728,53977,MgF2,Rutile#TiO2
13729,602228,BaSi2,SrSi2
13730,79634,SiO2,Quartz(low)#SiO2
13731,615754,ZrB2,AlB2
13732,625697,ZrCo2,Laves(cub)#MgCu2
13733,68739,MnF2,Rutile#TiO2
13734,603136,SmCu2,CeCu2
13735,102067,SrCd2,CeCu2
13736,260882,EuF2,Fluorite#CaF2
13737,198159,UO2,Fluorite#CaF2
13738,105708,TaPd2,MoPt2
13739,199247,Nb0.28B2Mo0.72,AlB2
13740,104416,HoIr2,Laves(cub)#MgCu2
13742,621397,CeIr2,Laves(cub)#MgCu2
13743,647012,UNi2,Laves(2H)#MgZn2
13744,606728,ZrAlCo,Laves(2H)#MgZn2
13745,617625,ErC2,CaC2-I(I4/mmm)
13746,88626,TiO2,Rutile#TiO2
13747,96418,Pd2N,Fe2C
13748,608936,U4Al0.96Ni7.04,Laves(2H)#MgZn2
13749,626413,Nb3.2Cr8Si0.8,Laves(2H)#MgZn2
13750,634017,UFe2,Laves(cub)#MgCu2
13751,633778,TaFe2,Laves(2H)#MgZn2
13752,16218,YO2,ErLiO2
13753,246676,PbCl2,BaCl2
13754,57522,Be4AlCr,Laves(cub)#MgCu2
13755,250014,ZnP2,ZnP2
13756,632300,HoFe2,Laves(cub)#MgCu2
13757,626375,NbCr2,Laves(cub)#MgCu2
13758,629046,CuSe2,Pyrite#FeS2(cP12)
13759,679671,SrF2,Fluorite#CaF2
13760,608088,HfAl2,Laves(2H)#MgZn2
13761,657598,Li2S,YH2
13762,609382,SmAl2,Laves(cub)#MgCu2
13763,53988,NiF2,Rutile#TiO2
13764,15705,BaCl2,Cotunnite#PbCl2
13765,105091,MoS2,MoS2(4H)
13766,4109,SbO2,Cervantite#Sb2O4
13768,625668,ZrCo2,Laves(cub)#MgCu2
13769,634003,UFe2,Laves(cub)#MgCu2
13770,638639,Hf3SiMo8,Laves(2H)#MgZn2
13771,121641,TiO2,Anatase#TiO2
13772,608922,TmAlNi,Laves(2H)#MgZn2
13773,169639,TiO2,Rutile#TiO2
13774,640782,LuIr2,Laves(cub)#MgCu2
13775,173649,Mg0.2Ta3.8N3.4O4.6,"(Sc,Ta)(O,N)2"
13776,603687,PtSeS,BaSi2#EuGe2
13777,628402,Mn4.8Cu6Si1.2,Laves(2H)#MgZn2
13778,160153,Zr5.36Ti2.64O16,Fergusonite#YNbO4(mS24)
13779,631153,ErSi2,AlB2
13780,86637,SiO2,Zeolite-STF-frame
13781,639269,ThHg2,CaIn2
13782,44204,V0.5Cr0.5B2,AlB2
13783,90733,TeO2,SnF2
13784,291674,Ho8Al14.8Co1.2,Laves(cub)#MgCu2
13785,625898,Zr4Mn2.24Cr2.88Fe2.88,Laves(2H)#MgZn2
13786,258474,U4Al3.78Os4.22,Laves(2H)#MgZn2
13787,625640,YCo2,Laves(cub)#MgCu2
13789,59527,Sm2In,Ni2In#Co1.75Ge
13790,49734,BaSrSi4,SrSi2
13791,89276,SiO2,Quartz(low)#SiO2
13792,108589,NdMn2,Laves(2H)#MgZn2
13794,291660,Tb8Al15Fe,Laves(cub)#MgCu2
13795,619813,ErCd2,Cd2Ce
13796,169605,TiH2,ThH2
13797,611297,AsRuSe,FeAsS#CoSb2
13799,56172,TaH2,Fluorite#CaF2
13800,40710,TiNb2ZnO8,PbO2#Fe2N.94
13801,613480,Cr2B,Mg2Cu
13802,93548,SiO2,Rutile#TiO2
13803,44206,Dy8Fe14.4B1.6,Laves(cub)#MgCu2
13804,616288,HfBe2,SmNiSb
13805,631151,ErSi2,AlB2
13806,611281,TeAsRh,Pyrite#FeS2(cP12)
13807,24294,TiO2,Rutile#TiO2
13808,75965,U8Si2.72Os13.28,Laves(cub)#MgCu2
13809,40706,Ti0.05Nb0.95S2,CdI2(hP3)
13810,56164,NdC2,CaC2-I(I4/mmm)
13811,645808,NdRu2,Laves(cub)#MgCu2
13812,613482,CrB2,AlB2
13813,40712,Ti1.8Cu0.066Sb0.134O4,Rutile#TiO2
13815,27789,MnO2,InOOH
13816,400334,ZrP2,Co2Si
13817,621356,Ce2In,Ni2In#Co1.75Ge
13818,169607,TiH2,ThH2
13819,638607,HfMo2,Laves(cub)#MgCu2
13820,291662,TbAl2,Laves(cub)#MgCu2
13821,107860,Nd1Al1.25Si0.75,AlB2
13822,30593,Mo2N,Mo2N
13823,642815,MgSe2,Pyrite#FeS2(cP12)
13824,646483,Sc2SiNi3,Laves(2H)#MgZn2
13825,72950,Zr2O3.98,Zirconia#ZrO2(HT)
13826,626377,NbCr2,Laves(2H)#MgZn2
13827,632302,HoFe2,Laves(cub)#MgCu2
13828,196823,As2Pt,Pyrite#FeS2(cP12)
13829,19129,TaGeIr,Heusler(half)#AlLiSi#MgAgAs
13830,197283,VPt2,MoPt2
13831,652390,ThSi2,ThSi2
13832,56158,CaC2,CaC2-I(I4/mmm)
13833,103390,EuGa2,CeCu2
13834,625118,V4Co3.52Si4.48,Laves(2H)#MgZn2
13836,194952,Ag8Se3.548S0.452,Ag2Se
13837,639531,HoOs2,Laves(2H)#MgZn2
13838,88624,TiO2,Rutile#TiO2
13839,650593,Sb2Ru,Marcasite#FeS2(oP6)
13840,53034,HfO2,ZrO2(oP12)
13841,197297,ZrAlNi,Laves(cub)#MgCu2
13842,163470,DyMn2,Laves(cub)#MgCu2
13843,58161,SmAl2,Laves(cub)#MgCu2
13844,603875,PRh2,Fluorite#CaF2
13845,102924,Mn2GaCu3,Laves(cub)#MgCu2
13846,58607,TiAu2,Au2Ti
13847,15707,BaI2,Cotunnite#PbCl2
13848,609380,Sm2Al,Co2Si
13849,606058,AlB2,AlB2
13850,626388,NbCrNi,Laves(2H)#MgZn2
13851,150737,GdPt2,Laves(cub)#MgCu2
13852,104366,UHg2,CaHg2
13853,30222,TeO2,TeO2(oP24)
13854,653071,TiTe2,CdI2(hP3)
13855,199251,Ni2P,ZrNiAl#Fe2P
13856,252198,SnS2,CdI2(hP3)
13857,106217,ZrW2,Laves(cub)#MgCu2
13858,62202,CdCl2,CdCl2(3R)
13859,647010,U4Co0.8Ni7.2,Laves(2H)#MgZn2
13860,601045,MoSe2,MoS2(4H)
13861,260658,Ca4Cd1.32Ag6.68,CeCu2
13862,199245,CrSi2,CrSi2
13863,197268,ZrAl2,Laves(2H)#MgZn2
13864,102065,SmCd2,Cd2Ce
13865,603134,VSi2,CrSi2
13866,79636,SiO2,Quartz(low)#SiO2
13867,647776,Si2Os,Li2Si
13868,108548,HoZnSi,AlB2
13869,106565,DyGaNi,CeCu2
13870,42878,ZrSb2,TiAs2
13871,614460,HoB2,AlB2
13873,198615,Al2Ru,TiSi2
13874,634968,Tm2Ga3Ni,CeCu2
13875,291851,Ce6.4Nd1.6Al16,Laves(cub)#MgCu2
13876,656653,ZrVCo,Laves(2H)#MgZn2
13877,43596,TaSi2,CrSi2
13878,25613,Lu4Sn4.252Ge3.748,ZrSi2
13879,100882,Gd4Si4.92Ge3.08,GdSi1.4
13880,610160,Cr1.26Fe0.74As4,Marcasite#FeS2(oP6)
13881,65551,SiO2,Zeolite-EU-1-frame
13882,647038,Zr2VNi3,Laves(cub)#MgCu2
13883,151373,Te2Au,AuTe2
13884,680215,CeO2,Fluorite#CaF2
13885,105722,Ti2Pd,CuZr2
13886,123097,ZrO2,Zirconia#ZrO2(HT)
13887,260664,Sr4Cd0.8Au7.2,CeCu2
13888,652347,ZrTaSi,Laves(2H)#MgZn2
13889,618528,NdC2,CaC2-I(I4/mmm)
13890,100896,RuO2,Rutile#TiO2
13891,627900,Hf2Cu,CuZr2
13892,55486,SiO2,Faujasite-frame#K92Al92Si100O384
13893,291845,Ce4.8Pr3.2Al16,Laves(cub)#MgCu2
13894,151401,ZrW2,Laves(cub)#MgCu2
13895,107647,TiMn2,Laves(2H)#MgZn2
13896,659574,Bi2Rh,FeAsS#CoSb2
13897,63652,IO2,I2O4
13898,652421,TiSi2,TiSi2
13899,198601,CoTe2,Marcasite#FeS2(oP6)
13900,153941,ZrTiO4,PbO2#Fe2N.94
13901,625326,TaCo2,Laves(2H)#MgZn2
13902,82651,UTe2,UTe2
13903,633544,FeSi2,FeSi2
13904,251650,Hf5.68Fe16Sn2.32,Laves(4H)#MgNi2
13905,609814,AmSe2,PrOI
13906,156839,Ce0.04Ti3.96O8,Anatase#TiO2
13907,80046,ZrO2,Baddeleyite#ZrO2(mP12)
13908,42313,CdI2,CdI2(hP36)
13909,9163,SnO2,Rutile#TiO2
13910,86351,CoS2,Pyrite#FeS2(cP12)
13911,606299,CaAl2,Laves(cub)#MgCu2
13912,658483,La0.8Ce3.2Ni4Sn4,CeCu2
13913,627257,Er2CuSi3,ThSi2
13914,623031,YFeCo,Laves(cub)#MgCu2
13915,197903,ZrW2,Laves(cub)#MgCu2
13916,258674,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
13917,614845,Ti0.5B2Mo0.5,AlB2
13918,201701,D2O,H2O(VII)
13919,258660,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
13920,646871,TbNi2,Laves(cub)#MgCu2
13921,617380,Ce0.3U1.7C4,CaC2-I(I4/mmm)
13922,42307,CdI2,CdI2(hP39)
13923,625332,TaCo3,Laves(2H)#MgZn2
13924,82645,UTe2,UTe2
13925,36486,CdI2,CdI2(hP33)
13926,607805,TmAlGa,CeCu2
13929,645388,NbSe2,NbS2(hP6)
13930,191396,Mg0.975B2Ru0.015,AlB2
13931,41140,Cu8.016Se4,Cu2Se
13932,608288,LaAl2,Laves(cub)#MgCu2
13933,55121,Rb2Te,Ni2In#Co1.75Ge
13934,98147,Cd0.4Fe3.6O8,Diaspore#AlO(OH)
13935,97274,Ti1.424Nb0.576O4,Rutile#TiO2
13936,414619,NdSe2,CeSe2
13937,154960,SnO2,Rutile#TiO2
13938,403365,SiO2,Cristobalite#SiO2
13939,165565,Ca4Mg11.04Al2.96,Laves(2H)#MgZn2
13940,103186,DyGa2,AlB2
13941,28684,YOF,Fluorite#CaF2
13942,197095,Zr4Al0.88Mo7.12,Laves(2H)#MgZn2
13946,417476,SiO2,AlPO4(mP12)
