,Collection Code,Formula,Prototype
598,601470,PrCd2,Cd2Ce
599,658505,Mn2.874Fe3.126As0.6P2.4,ZrNiAl#Fe2P
600,57840,Y8Al4.8Fe11.2,Laves(cub)#MgCu2
601,645232,Nb2Pt,U#Cr0.49Fe0.51
602,57854,NdAlGa,AlB2
603,104035,YbGa2,CaIn2
604,197891,DyAlCo,Laves(2H)#MgZn2
605,653444,ZrW2,Laves(cub)#MgCu2
606,190126,Li0.74Ce0.26Ga2,AlB2
607,154602,TiO2,Anatase#TiO2
608,197649,P2Ru,Marcasite#FeS2(oP6)
609,630861,Er8Ni5.968Ru10.032,Laves(cub)#MgCu2
610,156015,Zr8Al14.768Au1.232,Laves(cub)#MgCu2
611,43821,AgB2,AlB2
612,658277,Ce4Si7.2Ni0.8,ThSi2
613,42281,CdI2,CdI2(hR42)
614,638583,Hf64Ni18.56Ir13.44,Ti2Ni
615,626965,ZrCr2,Laves(cub)#MgCu2
616,32766,HfO2,Baddeleyite#ZrO2(mP12)
617,628790,CuS2,Pyrite#FeS2(cP12)
618,607773,Zr4Al3Fe5,Laves(2H)#MgZn2
619,613706,ErB2,AlB2
621,20362,PbO2,PbO2#Fe2N.94
622,611139,AsPOs,Marcasite#FeS2(oP6)
623,606445,Ce8Al1.6Fe14.4,Laves(cub)#MgCu2
624,96946,TiO2,Anatase#TiO2
625,105465,YbNi2,Laves(cub)#MgCu2
626,197107,Ga2Au,Fluorite#CaF2
627,246296,Re1.34Ni0.66O4,Rutile#TiO2
628,652014,Te1.2W2Se2.8,MoS2(4H)
629,16820,MoAs2,MoAs2
630,623835,HoCo2,Laves(cub)#MgCu2
632,652772,TbSn2,ZrSi2
633,199894,UAs2,UP2#UAs2
634,252585,SiO2,Zeolite-ZSM-5(P21/n)
635,52904,Ce2Sb,La2Sb
636,650165,ThRe2,Laves(2H)#MgZn2
637,630849,ErNi2,Laves(cub)#MgCu2
638,161691,TeO2,Cristobalite#SiO2
639,80842,Ti1.82Nb0.02Al0.16O4,Rutile#TiO2
640,24886,Sr0.5Ca0.5Si2,BaSi2#EuGe2
641,101171,ZrMn2,Laves(2H)#MgZn2
642,650171,Th0.8U7.2Re16,Re2U
643,156029,Ti4Co5.828Si2.172,Laves(2H)#MgZn2
645,57868,GdAl2,Laves(cub)#MgCu2
647,61302,TbPaO4,Fluorite#CaF2
648,28064,CaC2,CaC2-IV(Fm-3m)#KCN
649,103766,LaGa2,AlB2
650,602151,DyMn2,Laves(cub)#MgCu2
651,68440,Ag2F,Ag2F
652,39169,TiO2,Rutile#TiO2
653,198220,Zr8Al8.4Cu7.6,Laves(cub)#MgCu2
654,652000,TiTeSe,CdI2(hP3)
655,187300,Mn0.8Fe2Ni1.2Ge2,Ni2In#Co1.75Ge
656,260523,Tb8Al3.6Fe12.4,MgCu2(filled)-frame
658,155246,SiO2,Cristobalite#SiO2
659,626781,CrSi2,CrSi2
660,108155,Er2Al3Co,Laves(cub)#MgCu2
661,638554,ZrH2,ThH2
662,621005,CeFe2,Laves(cub)#MgCu2
663,42256,CdI2,CdI2(hP18)
664,625263,CoSn2,CuAl2
665,602804,U2CuSi3,ThSi2
666,633401,Fe2Sb0.8Te3.2,Marcasite#FeS2(oP6)
667,645597,NdNi2,Laves(cub)#MgCu2
668,102493,HoCoNi,Laves(cub)#MgCu2
669,643858,UMn2,Laves(cub)#MgCu2
671,103955,ScGa2,CeCu2
672,625505,TmCo2,Laves(cub)#MgCu2
673,614900,NbB2,AlB2
674,652955,TbTe2,PrOI
675,248522,CaSi2,EuGe2#PtTe2
676,172174,Cu2O,Cuprite#Cu2O
677,10510,PrI2,NbSeI
678,653493,YbZn2,CeCu2
679,42530,Fe2B,CuAl2
680,15468,CrCl2,CaCl2
681,184184,NdMn2,NdMn2Hx(Cmcm)
682,611878,HoGaAu,CeCu2
683,99320,Ti1.4Nb0.4Ni0.2O4,Rutile#TiO2
684,42524,Hf2Ge,CuAl2
685,646934,ThNi2,AlB2
686,409057,CaSi2,CaSi2(hR3)
687,641083,TbIr2,Laves(cub)#MgCu2
688,184190,NdMn2,NdMn2Hx(Cmcm)
689,281736,GaGeS4,Ga2Ge2S8
690,168138,TiO2,Rutile#TiO2
691,625511,UCo2,Laves(cub)#MgCu2
692,248536,CaSi2,ThSi2
693,643694,Mn3SiW2,Laves(2H)#MgZn2
694,633415,ScFe2,Laves(2H)#MgZn2
695,638540,YH2,Fluorite#CaF2
696,23870,CaH2,Cotunnite#PbCl2
697,106187,Zr3TiZn8,Laves(cub)#MgCu2
699,627460,Mn4Ga3Cu5,Laves(2H)#MgZn2
700,42242,CdI2,CdI2(hP42)
701,26920,Al58.944Si133.056O384,Faujasite-frame#K92Al92Si100O384
702,190873,SrAlGa,AlB2
703,31284,MnF2,Rutile#TiO2
704,168676,DySn2,ZrSi2
705,88563,PNO,Quartz(low)#SiO2
706,161134,SiNi2,TiNiSi#MgSrSi
707,607940,GdYAl,Co2Si
708,55070,CsBi2,Laves(cub)#MgCu2
709,87136,TiAsPd,ZrNiAl#Fe2P
710,643864,UMn2,Laves(cub)#MgCu2
711,58540,Mg2Au,Co2Si
712,632051,La1Fe0.666Ge1.334,AlB2
713,78848,TiB2,AlB2
714,612381,Tb2Au,Co2Si
715,41011,ZrO2,ZrO2(oP12)
716,42518,Al2Cu,CuAl2
717,171455,Ba4In4.32Hg3.68,CeCu2
718,53415,ErS2,Laves(cub)#MgCu2
719,160558,CoO2,CoO2
720,167237,CrO2,Rutile#TiO2
721,637897,Sm4Si3.2Ge4.8,ThSi2
722,633429,ScFe2,Laves(cub)#MgCu2
723,28919,Al2O,Fluorite#CaF2
724,58226,Zr2Al3Zn,Laves(cub)#MgCu2
725,152475,Ce1.3Zr0.7O4,Zirconia#ZrO2(HT)
726,102242,CeOs2,Laves(cub)#MgCu2
727,230248,Ce3.6Zr0.4O8,Fluorite#CaF2
728,650993,SnS2,CdI2(hP3)
729,626805,TaCr4Si,Laves(2H)#MgZn2
730,9191,CdI2,CdI2(hP21)
731,646897,NiTe2,Pyrite#FeS2(cP12)
732,100333,Cu2S,Cu2S(mP144)
733,183984,SnO2,Rutile#TiO2
734,150504,PrAl2,Laves(cub)#MgCu2
735,638385,NdH2,Fluorite#CaF2
736,422,Sr2Si,TiNiSi#MgSrSi
737,106742,Y4Ga4.8Ni3.2,CeCu2
738,186624,FeSb2,Marcasite#FeS2(oP6)
739,199704,Th2Al,CuAl2
740,36312,HgI2,HgI2
741,102530,MnCoSn,Ni2In#Co1.75Ge
742,186630,FeSb2,Marcasite#FeS2(oP6)
743,155468,TbNdCo4,TbFe2
744,51389,Li7NbP4,Fluorite#CaF2
745,122838,Mg2Sn,Fluorite#CaF2
746,649568,SnSbPt,Marcasite#FeS2(oP6)
747,638391,SmNi2,MgCu2(filled)-frame
748,161915,Li0.1Mg0.9B2,AlB2
749,656448,CaF2,Fluorite#CaF2
750,608252,UAlIr,Laves(4H)#MgNi2
751,22401,HgI2,HgI2
752,601276,Nd1Al1.4Ga0.6,SmNiSb
753,611065,NiAsSe,Pyrite#FeS2(cP12)
754,79363,BiTeBr,CdI2(hP3)
755,26667,CuCl2,CuCl2
756,158602,GeO2,CaCl2
757,108035,Gd1Co0.5B1.5,AlB2
758,609602,UAl2,Laves(cub)#MgCu2
759,155326,TaTe2,CrSe2
760,652160,VSe2,CdI2(hP3)
761,759747,SnO2,CaCl2
762,198340,Fe2W,Laves(2H)#MgZn2
763,163694,TbFe2,Laves(cub)#MgCu2
764,652606,ZrSi2,ZrSi2
765,644064,MoO2,MoO2#VO2
766,57908,HfAlW4,Laves(cub)#MgCu2
767,158170,AlO2,Diaspore#AlO(OH)
768,642401,Li2Tl,Li2Ga
769,605992,Zr4ZnAg,Ti2Ni
770,250594,NbS2,CdI2(hP3)
771,103174,Dy8Ga1.6Fe14.4,Laves(cub)#MgCu2
772,613896,Fe2B,CuAl2
773,423721,CaN2,CaC2-I(I4/mmm)
774,230260,CaGe2,CdI2(hP6)
775,759753,SnO2,CaCl2
776,58391,Zr2Ag,CuZr2
777,31327,TiO2,Rutile#TiO2
778,405080,Eu4Ag4.096Sn3.904,CeCu2
779,198354,Nb0.5Mo1.5C1,hcp(filled)#Nb2N
780,649232,PrRu2,Laves(cub)#MgCu2
781,420228,Nb4Cr2.68Co5.32,Laves(2H)#MgZn2
783,409889,EuGa2,CeCu2
784,607808,Tm4Al7Ga,Laves(cub)#MgCu2
785,638420,SrPd2,MgCu2(filled)-frame
786,416771,YSn2,ZrSi2
787,643092,Mn4.8Ni1.2P3,ZrNiAl#Fe2P
788,26868,Si2Mo,AlCr2#MoSi2
789,622478,ZrCrCo,Mn2ZrHx-frame#MgZn2
790,84577,IrO2,Rutile#TiO2
791,105288,NdRu2,Laves(cub)#MgCu2
792,44035,NpAs2,PrOI
793,627266,EuCu2,CeCu2
794,621617,CeNi2,Laves(cub)#MgCu2
795,647592,UO2,Fluorite#CaF2
796,108960,SbRhO4,Rutile#TiO2
797,97279,Ti1.904Nb0.096O4,Rutile#TiO2
798,73855,VO2,VO2(HT)
799,165568,Ca8Mg5.26Al10.74,Laves(4H)#MgNi2
800,248442,MgB2,AlB2
801,174465,Sc0.6Ta3.4N2.8O5.2,Anatase#TiO2
802,645391,NbSe2,MoS2(3R)
803,643938,ZrMn2,Laves(2H)#MgZn2
805,636419,GdSi2,GdSi1.4
806,393,MnO2,Rutile#TiO2
807,429595,EuSnPd,Laves(2H)#MgZn2
808,651482,ZrS2,CdI2(hP3)
809,43028,SrGe2,BaSi2(oP24)
810,759784,MgF2,CaCl2
811,58346,PrAg2,Ag2Nd
812,198383,USb2,UP2#UAs2
813,43000,MnO2,Diaspore#AlO(OH)
814,657965,La0.4Y3.6Mg8,Laves(2H)#MgZn2
815,167357,MoSe2,MoS2(4H)
816,626144,HfCr2,Laves(4H)#MgNi2
817,646868,TbNi2,Laves(cub)#MgCu2
819,106965,ScSn2,ScSn2
820,639064,LaHg2,Cd2Ce
821,643910,YMn2,Laves(cub)#MgCu2
822,199923,Zr6Al2.01Ni0.99,ZrNiAl#Mg2In
823,657971,Zr8V6.4Ni9.6,Laves(cub)#MgCu2
824,22398,CO2,CO2(cP12)
825,254731,AgF2,AgF2
826,618900,ThC2,Pyrite#FeS2(cP12)
827,52119,TbS2,Laves(cub)#MgCu2
828,25391,MoSe2,MoS2(4H)
829,634232,Gd2Ga3.5Ni0.5,CaIn2
830,251649,Hf4Fe6.264Sn1.736,Laves(2H)#MgZn2
831,82890,US2,ZrNiAl#Fe2P
832,82648,UTe2,UTe2
833,260494,Er8Fe14.8Co1.2,Laves(cub)#MgCu2
834,103438,EuTl2,CaIn2
835,628394,MnCuSe4,Pyrite#FeS2(cP12)
836,81816,TcS2,ReSe2
837,168299,Nb4Al3.67Ni4.33,Laves(2H)#MgZn2
839,657540,Mg2Si,Fluorite#CaF2
840,89292,SiO2,Quartz(high)#SiO2
841,24266,PbI2,CdI2(hR6)
842,617602,La0.6Dy1.4C4,CaC2-I(I4/mmm)
843,629934,DyMn2,Laves(cub)#MgCu2
844,44592,Zr0.5Ta0.5B2,AlB2
845,19681,D2O,H2O(Ic)
846,77158,Mo2C,hcp(filled)#Nb2N
847,603677,PtSe2,BaSi2#EuGe2
848,30213,CaAl2,Laves(cub)#MgCu2
850,645636,NdSiNi,ThSi2
851,56182,TiH2,Fluorite#CaF2
852,260669,BaAu2,SmNiSb
853,104425,HoNi2,Laves(cub)#MgCu2
854,40938,CaF2,Fluorite#CaF2
855,629920,DyMn2,Laves(2H)#MgZn2
856,610179,CrFeAs4,Marcasite#FeS2(oP6)
857,291848,Ce1.6Nd6.4Al16,Laves(cub)#MgCu2
858,679871,IrO2,Rutile#TiO2
859,108579,Mg2Ni,Mg2Ni
860,89286,SiO2,Quartz(high)#SiO2
861,658667,Ca0.12Ta0.09Cr2.79Si6,CrSi2
862,608078,HfAl2,Laves(2H)#MgZn2
863,157055,TbCo2,Laves(cub)#MgCu2
864,15939,CoCl2,CdCl2(3R)
865,291860,La3.2Pr4.8Al16,Laves(cub)#MgCu2
866,611529,UAs2,UP2#UAs2
867,85494,TiO2,Rutile#TiO2
868,27035,D8.0016S4,H2S(cP12)
869,624592,Co2P,TiNiSi#MgSrSi
870,36138,NaC2,NaHC2
871,642617,LuTc2,Laves(2H)#MgZn2
872,115500,Ti1.2Cr0.8O4,CaCl2
873,103362,DyRh2,Laves(cub)#MgCu2
875,622685,DyCo2,MgCu2(filled)-frame
876,162788,CeZrO4,Zirconia#ZrO2(HT)
877,621398,CeIr2,Laves(cub)#MgCu2
878,610145,Cr2As,Cu2Sb
879,58193,TmAl2,Laves(cub)#MgCu2
880,153541,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
881,644514,ZrMo2,Laves(cub)#MgCu2
883,633944,TiFe2,Laves(2H)#MgZn2
884,199248,Ti0.91B2W0.09,AlB2
885,644272,Mo2Se3.5S0.5,MoS2(4H)
886,31643,USi2,ThSi2
887,603139,GdCu2,CeCu2
888,68736,MnF2,Rutile#TiO2
889,167182,TmNi2,TmNi2
890,100119,ErC2,CaC2-I(I4/mmm)
891,53978,CaF2,Fluorite#CaF2
892,53993,NiO2,Brucite#Mg(OH)2
893,637277,NdGe2,ThSi2
894,94566,TiO2,Anatase#TiO2
895,633011,Zr4FeNi,CuAl2
897,56155,TiO2,Brookite#TiO2
898,634018,UFe2,Laves(cub)#MgCu2
899,64681,Te2Au,AuTe2
900,641487,La2.4Nd1.6Os8,Laves(2H)#MgZn2
902,169622,TiO2,Rutile#TiO2
903,640955,Sb2Ir,FeAsS#CoSb2
905,626408,Nb4Cr5.68Si2.32,Laves(2H)#MgZn2
906,169636,TiO2,Rutile#TiO2
907,42134,BaS2,BaS2
908,172570,Th2Sn0.4Sb3.6,PrOI
909,103389,EuGa2,AlB2
910,603878,AsRh2,TiNiSi#MgSrSi
911,40723,Ti1.6Nb0.2Fe0.2O4,Rutile#TiO2
912,104380,Yb8Al13.792Ag2.208,Laves(cub)#MgCu2
913,102929,Sc4Ga4.16Cu3.84,CeCu2
914,642824,Mg2Si,Fluorite#CaF2
915,53987,CoF2,Rutile#TiO2
917,52441,UTeSe,Cotunnite#PbCl2
918,657597,Li2S,Fluorite#CaF2
919,280986,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
920,291653,Tb8Al3.6Fe12.4,Laves(cub)#MgCu2
921,625897,Zr4Mn3.52Cr0.96Fe3.52,Laves(2H)#MgZn2
922,249576,TiSb2,CuAl2
923,604681,MgAlAg,Laves(2H)#MgZn2
924,102901,TbFeCu,Laves(cub)#MgCu2
925,155681,Ti4Al3.928Fe4.072,Laves(2H)#MgZn2
926,423292,Sm2Sb,La2Sb
927,41373,Te2Pt,EuGe2#PtTe2
928,622120,CeSe2,PrOI
929,52469,USi2,AlB2
930,607388,ErAlFe,Laves(2H)#MgZn2
931,638178,HfV2,MgCu2(filled)-frame
932,43564,Re2P,Re2P
934,629713,DyMnGa,TiFeSi
935,55460,Co1.4Cu2.6O8,"Co.8(Cu,Co)O2(misfit)(MO2_part)"
936,1730,NdAs2,NdAs2
937,622646,DyCo2,Laves(cub)#MgCu2
938,56169,Sr2Rh,Sr2IrH5+x
939,645805,NdRu2,Laves(2H)#MgZn2
940,624237,TaCo4Mo,Laves(2H)#MgZn2
941,198181,Ce1.64Nd2.36O8,Fluorite#CaF2
943,41401,FeS2,CoAsS
944,180902,SiO2,Cristobalite#SiO2
945,134519,Sc0.884Ta3.116Fe8,Laves(2H)#MgZn2
946,159911,Ti3.92Cr0.08O8,Anatase#TiO2
947,411234,Ti2Se,Sc2Te
948,55474,SiO2,Faujasite-frame#K92Al92Si100O384
949,89279,SiO2,Quartz(low)#SiO2
950,625883,Zr3.2Ti0.8Cr2.8Fe5.2,Mn2ZrHx-frame#MgZn2
951,102915,Li2GaCu3,Laves(cub)#MgCu2
952,250033,Zn0.12Cd3.88As8,CdAs2
953,624235,Co3SiMo2,Laves(2H)#MgZn2
954,93551,SiO2,Rutile#TiO2
955,150923,Ce1Ge1.5Pd0.5,AlB2
956,23292,PbO2,Rutile#TiO2
957,244050,MoO2,MoO2#VO2
958,423290,La2Sb,La2Sb
959,102903,TmFeCu,Laves(cub)#MgCu2
960,31696,BeCl2,SiS2(Ibam)
961,18210,D2Mg,Rutile#TiO2
962,625881,Zr4Cr2.88Fe2.88Ni2.24,Mn2ZrHx-frame#MgZn2
963,196804,ZrTe2,CdI2(hP3)
964,629063,Cu2Se,SmF2
965,108584,Mg2Si,Fluorite#CaF2
966,151397,FeSb2,Marcasite#FeS2(oP6)
967,169608,TiH2,ThH2
968,627728,Mg2Cu3Ge,Laves(2H)#MgZn2
969,159913,Ti3.76Cr0.24O8,Anatase#TiO2
970,84039,SiO2,Zeolite-ZSM-5(P21/n)
971,180900,SiO2,Cristobalite#SiO2
972,760311,Al0.16V3.84H8,Fluorite#CaF2
973,633985,TmFe2,Laves(2H)#MgZn2
974,52331,VSb2,CuAl2
975,86606,Ce0.24Y0.08Zr1.68O4,Zirconia#ZrO2(HT)
976,194785,D8V3.6Cr0.4,Fluorite#CaF2
977,56157,CoSe2,Pyrite#FeS2(cP12)
978,642832,Mg8Si2.4Sn1.6,Fluorite#CaF2
979,198801,Cr2N,V2N
980,625671,Zr2Co,CuAl2
982,4110,VO2,Rutile#TiO2
983,626378,NbCr2,Laves(cub)#MgCu2
984,657581,PrGa2,AlB2
985,53991,MnO2,Brucite#Mg(OH)2
987,618282,Mn1.2W6.8C4,Fe2N-zeta
988,638152,ZrGe2,ZrSi2
989,291651,Tb8Al1.2Fe14.8,Laves(cub)#MgCu2
990,679668,BaF2,Fluorite#CaF2
991,88159,CeNiAs,AlB2
992,182695,Mg2Sn,Laves(cub)#MgCu2
993,649973,PuSi2,ThSi2
994,53985,MnF2,Rutile#TiO2
995,632319,HoFe2,Laves(cub)#MgCu2
996,625665,Zr2Co,CuAl2
997,633007,YFeNi,Laves(cub)#MgCu2
998,259029,Ag2S,Ag2S(LT)
999,40721,Ti0.8Nb0.6Cr0.6O4,Rutile#TiO2
1000,633761,FeSn2,CuAl2
1001,42136,Ca2Bi,La2Sb
1002,169634,TiO2,Rutile#TiO2
1003,621365,Ce2In,Ni2In#Co1.75Ge
1005,106218,ZrW2,Laves(cub)#MgCu2
1006,252197,SnS2,CdI2(hP3)
1007,610153,Cr2As,ZrNiAl#Fe2P
1008,650577,RuS2,Pyrite#FeS2(cP12)
1009,100669,MoSe2,MoS2(4H)
1010,638807,HfRe2,Laves(2H)#MgZn2
1011,680226,FeS2,Marcasite#FeS2(oP6)
1012,260643,Ca2ZnGa3,CeCu2
1013,115502,Ti1.6Cr0.4O4,CaCl2
1014,652360,TbSi2,GdSi1.4
1015,642615,LuSn2,ZrSi2
1016,56816,EuI2,SrI2
1017,84950,BaGe2,BaSi2(oP24)
1018,37224,P2W,OsGe2
1019,606057,AlB2,AlB2
1020,626387,NbCr2,Laves(cub)#MgCu2
1021,291862,Pr6.4Y1.6Al16,Laves(cub)#MgCu2
1022,150738,ErFe2,Laves(cub)#MgCu2
1023,167194,GeS2,SiS2
1024,607349,ErAl2,Laves(cub)#MgCu2
1025,158364,SnPd2,Co2Si
1026,627099,Cs2Se,TiNiSi#MgSrSi
1027,265049,Nd4Sn1.944Au6.056,CeCu2
1028,68734,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
1029,652412,TiSi2,TiSi2
1030,60368,CaF2,Fluorite#CaF2
1031,644270,Mo2SeS3,MoS2(4H)
1032,79639,GeO2,Quartz(low)#SiO2
1033,27745,SiO2,Quartz(low)#SiO2
1034,622693,DyCoNi,Laves(cub)#MgCu2
1035,198154,NbB2,AlB2
1036,630297,DySi2,GdSi1.4
1037,608708,Nb19.5Al7.5Rh3,U#Cr0.49Fe0.51
1038,606725,YbAlCo,Laves(2H)#MgZn2
1039,427747,Li8.816Cu7.184S8,Na3AgO2
1040,631189,ErUTe4,UTe2
1041,108221,Li2ZnCdP2,Fluorite#CaF2
1042,83965,Hf2Te,Nb2Se
1043,56194,YH2,Fluorite#CaF2
1044,76244,AlO2,Diaspore#AlO(OH)
1045,44590,Ta0.5Ti0.5B2,AlB2
1046,618533,NdC2,CaC2-I(I4/mmm)
1047,647037,ZrVNi,Laves(2H)#MgZn2
1048,24264,PbI2,"CdI2(hP9,P3m1)"
1049,611271,As2Rh,FeAsS#CoSb2
1050,89290,SiO2,Quartz(high)#SiO2
1051,15907,H2O,H2O(II)
1052,74335,NbSe2,NbS2
1053,638185,HfV2,MgCu2(filled)-frame
1055,607375,ErAl2,Laves(cub)#MgCu2
1056,106542,Gd1In1.65Cu0.35,SmNiSb
1057,36106,ReSe2,ReSe2
1058,615771,ZrB2,AlB2
1059,634967,Tm4Ga7.8Ni0.2,CeCu2
1060,615765,ZrB2,AlB2
1061,196623,Ta0.75Cr2.25Si6,CrSi2
1062,107648,DyAl2,Laves(cub)#MgCu2
1063,658665,Ba0.09Ti1.41Cr1.5Si6,CrSi2
1064,89284,SiO2,Quartz(high)#SiO2
1065,647745,Th8Os5.6Ru10.4,Laves(cub)#MgCu2
1066,42693,CdI2,CdI2(hR30)
1067,656648,ZrV2,Laves(cub)#MgCu2
1068,607361,ErAl2,Laves(cub)#MgCu2
1070,106230,Y0.8Zr7.2Zn16,Laves(cub)#MgCu2
1071,617614,PrDyC4,CaC2-I(I4/mmm)
1072,629922,DyMn2,Laves(cub)#MgCu2
1073,151368,Mg2Sn,Fluorite#CaF2
1074,55489,SiO2,Faujasite-frame#K92Al92Si100O384
1075,611265,AsRh2,Fluorite#CaF2
1076,104427,HoNi2,Laves(cub)#MgCu2
1077,123098,ZrO2,Zirconia#ZrO2(HT)
1078,76250,MnCoSb,Heusler(half)#AlLiSi#MgAgAs
1079,60432,Li2S,Fluorite#CaF2
1080,652348,Zr0.9Ta2.1Si6,CrSi2
1081,624989,CoSe2,Pyrite#FeS2(cP12)
1082,626146,HfCr2,Laves(2H)#MgZn2
1083,648847,SiPd2,ZrNiAl#Fe2P
1084,638378,ZrNbV,Mn2ZrHx-frame#MgZn2
1085,80049,ZrO2,Baddeleyite#ZrO2(mP12)
1086,53211,CrSb2,Marcasite#FeS2(oP6)
1087,417451,Ce4Si4.124Pt3.876,LaPtSi
1088,655816,HgO2,HgO2
1089,759786,MgF2,CaCl2
1090,634224,GdMnGa,TiFeSi
1091,10328,Cr1Se1.9S0.1,CdI2(hP3)
1092,260496,Er8Fe14.8Ni1.2,Laves(cub)#MgCu2
1093,36489,CdI2,CdI2(hP42)
1094,411034,Eu1Cu0.94Ge1.06,AlB2
1095,254733,AgF2,AgF2
1096,42308,CdI2,CdI2(hP57)
1097,81425,D2Ca,Cotunnite#PbCl2
1098,626152,HfCr2,Laves(2H)#MgZn2
1099,57705,Pr8Al13.6Cu2.4,Laves(cub)#MgCu2
1100,635648,Zr3.6V7.2Ga1.2,Laves(2H)#MgZn2
1101,120022,Lu8Al1.6Co14.4,Laves(cub)#MgCu2
1102,647590,UO2,Fluorite#CaF2
1103,646856,TaVNi,Laves(2H)#MgZn2
1104,623002,FeCoSn4,CuAl2
1105,84575,RuO2,Rutile#TiO2
1106,191399,Mg0.94B2Ru0.04,AlB2
1108,44751,FeSe2,Marcasite#FeS2(oP6)
1109,616907,Bi3Pt2Pb,Marcasite#FeS2(oP6)
1110,641687,LaPt2,Laves(cub)#MgCu2
1111,42320,CdI2,CdI2(hR30)
1112,628625,CuP2,CuP2
1113,44745,D3.966Hf2,ThH2
1114,53239,CsO2,CaC2-IV(Fm-3m)#KCN
1115,410316,SrC2,CaC2-I(I4/mmm)
1116,6277,AgF2,AgF2
1117,10314,CrSe2,NbTe2
1119,190093,YAg2,AlCr2#MoSi2
1120,59714,SeO2,SeO2(oP24)
1121,621601,CeNi2,Laves(cub)#MgCu2
1122,108962,GaSbO4,Rutile#TiO2
1123,600624,Mo2C,Fe2N-zeta
1124,649542,PtS2,BaSi2#EuGe2
1125,62769,VF2,Rutile#TiO2
1126,643709,Zr3.2Mn8Si0.8,Laves(2H)#MgZn2
1127,614889,NbB2,AlB2
1128,2944,HoO2,YOOH
1129,198424,PuZr2,CaHg2
1130,197071,Ho1Ga1.8Cu0.2,SmNiSb
1131,759745,SnO2,CaCl2
1132,58387,TmAu2,AlCr2#MoSi2
1133,613880,Fe2B,CuAl2
1134,609600,UAl2,Laves(cub)#MgCu2
1135,108037,Cr0.5B2Mo0.5,AlB2
1137,650775,YRu2,Laves(2H)#MgZn2
1138,646117,Ni2P,Mn2P
1139,158600,GeO2,CaCl2
1140,619407,CaMgZn,Laves(2H)#MgZn2
1141,197065,Ce8Al2.4Ni13.6,Laves(cub)#MgCu2
1142,614123,FeNiB,CuAl2
1143,102268,CeRh2,Laves(cub)#MgCu2
1144,31325,TiO2,Rutile#TiO2
1145,759751,SnO2,CaCl2
1146,27547,Ni4As4.92S3.08,Pyrite#FeS2(cP12)
1147,423723,BaN2,CaC2-II(C12/c1)#ThC2
1148,103176,DyMnFe,Laves(cub)#MgCu2
1149,104619,Gd8Al3.2Bi12.8,Laves(cub)#MgCu2
1150,250596,Lu1Si1.504Pd0.496,AlB2
1151,632682,ZrFeMo,Laves(2H)#MgZn2
1152,20228,MnO2,MnO2
1153,652610,ZrSi2,ZrSi2
1154,198430,CeRu2,Laves(cub)#MgCu2
1155,20566,CoO2,CrOOH(R3-m)#Na(HF2)
1156,643735,Mn2Sn,Ni2In#Co1.75Ge
1157,186626,FeSb2,Marcasite#FeS2(oP6)
1158,645344,Nb0.32W1.68S4,MoS2(4H)
1159,638387,NdH2,Fluorite#CaF2
1160,150506,SmGe2,ThSi2
1161,630903,ErOs2,Laves(2H)#MgZn2
1162,647553,TiO2,Rutile#TiO2
1163,183986,Cr0.04Sn1.96O3.98,Rutile#TiO2
1164,107338,D2O,H2O(Ih)
1165,9193,CdI2,CdI2(hP24)
1166,626807,Ta0.3Cr2.7Si6,CrSi2
1167,44792,CdI2,CdI2(hP12)
1168,608522,Mn3Al2.52Si3.48,CrSi2
1169,759779,MgF2,CaCl2
1170,261763,Ti0.8Nb0.8Cu0.4O4,Rutile#TiO2
1171,645422,NbSi2,CrSi2
1172,102240,CeYNi4,Laves(cub)#MgCu2
1173,26671,ThSe2,Co2Si
1174,93974,SiO2,Quartz(low)#SiO2
1175,152477,Ce3.2Zr0.8O8,Fluorite#CaF2
1176,197059,Nd2In,Ni2In#Co1.75Ge
1177,188179,Ti2Fe7,Laves(2H)#MgZn2
1178,260469,BaInGe,EuGe2#PtTe2
1179,653254,Th2Zn,CuAl2
1180,609628,YAl2,Laves(cub)#MgCu2
1181,611067,NiAsSe,Pyrite#FeS2(cP12)
1182,106754,TbGa2,AlB2
1183,150512,HfRe2,Laves(2H)#MgZn2
1184,161917,Li0.06Mg0.94B1.96C0.04,AlB2
1185,601512,CrAsPd,ZrNiAl#Fe2P
1186,100325,Fe0.44Co3.2Ni0.36S8,Pyrite#FeS2(cP12)
1187,611701,CdSnAu,Fluorite#CaF2
1188,57922,TbHoAl4,Laves(cub)#MgCu2
1189,104143,Gd2Tl,Ni2In#Co1.75Ge
1191,186632,FeSb2,Marcasite#FeS2(oP6)
1192,645350,NbSb2,NbSb2
1193,18172,SiO2,Quartz(low)#SiO2
1195,624625,CoPSe,Pyrite#FeS2(cP12)
1196,25595,Ca2Si,TiNiSi#MgSrSi
1198,636221,Gd2Pt,TiNiSi#MgSrSi
1199,636547,Hf2Ge,CuAl2
1200,280364,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
1201,42268,CdI2,CdI2(hR6)
1202,161136,SiNi2,TiNiSi#MgSrSi
1203,91030,Nb6N2.58O0.42,V2N
1204,53365,DyH2,Fluorite#CaF2
